id,end_of_turn,halfturn,team,played,fen,win,draw,loss,outcome
7526,2024-10-04T11:52:41.584Z,13,white,g8f6,r1bqk2r/1ppp1ppp/n4n2/p3p3/1P5P/2N2N2/PP1PPPPR/R1BQKB2 w Qkq - 3 7,1.0,0.0,0.0,
7527,2024-10-04T12:00:11.663Z,14,black,h2h3,r1bqk2r/1ppp1ppp/n4n2/p3p3/1P5P/2N2N1R/PP1PPPP1/R1BQKB2 b Qkq - 4 7,0.105,0.895,0.0,
7528,2024-10-04T12:07:41.714Z,15,white,a5b4,r1bqk2r/1ppp1ppp/n4n2/4p3/1p5P/2N2N1R/PP1PPPP1/R1BQKB2 w Qkq - 0 8,0.407,0.593,0.0,
7529,2024-10-04T12:15:11.783Z,16,black,e2e3,r1bqk2r/1ppp1ppp/n4n2/4p3/1p5P/2N1PN1R/PP1P1PP1/R1BQKB2 b Qkq - 0 8,0.0,0.109,0.891,
7530,2024-10-04T12:22:41.871Z,17,white,h7h5,r1bqk2r/1ppp1pp1/n4n2/4p2p/1p5P/2N1PN1R/PP1P1PP1/R1BQKB2 w Qkq - 0 9,1.0,0.0,0.0,
7531,2024-10-04T12:30:11.944Z,18,black,f1a6,r1bqk2r/1ppp1pp1/B4n2/4p2p/1p5P/2N1PN1R/PP1P1PP1/R1BQK3 b Qkq - 0 9,0.997,0.003,0.0,
7532,2024-10-04T12:37:41.952Z,19,white,b7a6,r1bqk2r/2pp1pp1/p4n2/4p2p/1p5P/2N1PN1R/PP1P1PP1/R1BQK3 w Qkq - 0 10,1.0,0.0,0.0,
7533,2024-10-04T12:45:12.044Z,20,black,g2g3,r1bqk2r/2pp1pp1/p4n2/4p2p/1p5P/2N1PNPR/PP1P1P2/R1BQK3 b Qkq - 0 10,0.0,0.001,0.999,
7534,2024-10-04T12:52:42.054Z,21,white,c8b7,r2qk2r/1bpp1pp1/p4n2/4p2p/1p5P/2N1PNPR/PP1P1P2/R1BQK3 w Qkq - 1 11,0.543,0.457,0.0,
7535,2024-10-04T13:00:12.065Z,22,black,h3h1,r2qk2r/1bpp1pp1/p4n2/4p2p/1p5P/2N1PNP1/PP1P1P2/R1BQK2R b Qkq - 2 11,0.0,0.002,0.998,
7536,2024-10-04T13:07:42.074Z,23,white,f6g4,r2qk2r/1bpp1pp1/p7/4p2p/1p4nP/2N1PNP1/PP1P1P2/R1BQK2R w Qkq - 3 12,0.0,0.024,0.976,
7537,2024-10-04T13:15:12.090Z,24,black,f3e5,r2qk2r/1bpp1pp1/p7/4N2p/1p4nP/2N1P1P1/PP1P1P2/R1BQK2R b Qkq - 0 12,0.0,0.0,1.0,
7538,2024-10-04T13:22:42.102Z,25,white,g4e5,r2qk2r/1bpp1pp1/p7/4n2p/1p5P/2N1P1P1/PP1P1P2/R1BQK2R w Qkq - 0 13,0.0,0.0,1.0,
7539,2024-10-04T13:30:12.116Z,2,black,h1f1,1nbqkbn1/1pppppp1/8/p2P1P1p/1r5P/2r5/3PPP1P/K4BNR b K - 0 1,0.0,0.0,1.0,
7540,2024-10-04T13:37:42.129Z,26,black,c3a3,r2qk2r/1bpp1pp1/p7/4n2p/1p5P/2N1P1P1/PP1P1P2/R1BQKR2 b Qkq - 1 13,0.0,0.0,1.0,BLACK_WIN_BY_CHECKMATE
7541,2024-10-04T13:45:12.138Z,1,white,,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,,,,
7542,2024-10-04T13:52:42.150Z,2,black,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,0.03,0.969,0.001,
7543,2024-10-04T14:00:12.267Z,3,white,g7g5,rnbqkbnr/pppppp1p/8/6p1/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,0.976,0.024,0.0,
7544,2024-10-04T14:07:42.349Z,4,black,g1f3,rnbqkbnr/pppppp1p/8/6p1/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,0.283,0.717,0.0,
7545,2024-10-04T14:15:12.359Z,5,white,d7d5,rnbqkbnr/ppp1pp1p/8/3p2p1/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,0.833,0.167,0.0,
7546,2024-10-04T14:22:42.372Z,6,black,b1a3,rnbqkbnr/ppp1pp1p/8/3p2p1/4P3/N4N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,0.018,0.981,0.001,
7547,2024-10-04T14:30:12.449Z,7,white,f7f5,rnbqkbnr/ppp1p2p/8/3p1pp1/4P3/N4N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,1.0,0.0,0.0,
7548,2024-10-04T14:37:42.459Z,8,black,f3g5,rnbqkbnr/ppp1p2p/8/3p1pN1/4P3/N7/PPPP1PPP/R1BQKB1R b KQkq - 0 4,1.0,0.0,0.0,
7549,2024-10-04T14:45:12.625Z,9,white,b8a6,r1bqkbnr/ppp1p2p/n7/3p1pN1/4P3/N7/PPPP1PPP/R1BQKB1R w KQkq - 1 5,1.0,0.0,0.0,
7550,2024-10-04T14:52:42.642Z,10,black,e4f5,r1bqkbnr/ppp1p2p/n7/3p1PN1/8/N7/PPPP1PPP/R1BQKB1R b KQkq - 0 5,0.999,0.001,0.0,
7551,2024-10-04T15:00:12.807Z,11,white,a6b8,rnbqkbnr/ppp1p2p/8/3p1PN1/8/N7/PPPP1PPP/R1BQKB1R w KQkq - 1 6,1.0,0.0,0.0,
7552,2024-10-04T15:07:42.817Z,12,black,g5e6,rnbqkbnr/ppp1p2p/4N3/3p1P2/8/N7/PPPP1PPP/R1BQKB1R b KQkq - 2 6,1.0,0.0,0.0,
7553,2024-10-04T15:15:12.831Z,13,white,c8e6,rn1qkbnr/ppp1p2p/4b3/3p1P2/8/N7/PPPP1PPP/R1BQKB1R w KQkq - 0 7,1.0,0.0,0.0,
7554,2024-10-04T15:22:42.924Z,14,black,g2g4,rn1qkbnr/ppp1p2p/4b3/3p1P2/6P1/N7/PPPP1P1P/R1BQKB1R b KQkq - 0 7,0.0,0.01,0.99,
7555,2024-10-04T15:30:13.007Z,15,white,h7h6,rn1qkbnr/ppp1p3/4b2p/3p1P2/6P1/N7/PPPP1P1P/R1BQKB1R w KQkq - 0 8,0.999,0.001,0.0,
7556,2024-10-04T15:37:43.054Z,16,black,f1a6,rn1qkbnr/ppp1p3/B3b2p/3p1P2/6P1/N7/PPPP1P1P/R1BQK2R b KQkq - 1 8,0.0,0.0,1.0,
7557,2024-10-04T15:45:13.177Z,17,white,e8f7,rn1q1bnr/ppp1pk2/B3b2p/3p1P2/6P1/N7/PPPP1P1P/R1BQK2R w KQ - 2 9,1.0,0.0,0.0,
7558,2024-10-04T15:52:43.289Z,18,black,b2b4,rn1q1bnr/ppp1pk2/B3b2p/3p1P2/1P4P1/N7/P1PP1P1P/R1BQK2R b KQ - 0 9,0.0,0.011,0.989,
7559,2024-10-04T16:00:13.402Z,19,white,g8f6,rn1q1b1r/ppp1pk2/B3bn1p/3p1P2/1P4P1/N7/P1PP1P1P/R1BQK2R w KQ - 1 10,1.0,0.0,0.0,
7560,2024-10-04T16:07:43.414Z,20,black,a6b7,rn1q1b1r/pBp1pk2/4bn1p/3p1P2/1P4P1/N7/P1PP1P1P/R1BQK2R b KQ - 0 10,0.995,0.005,0.0,
7561,2024-10-04T16:15:13.649Z,21,white,d8e8,rn2qb1r/pBp1pk2/4bn1p/3p1P2/1P4P1/N7/P1PP1P1P/R1BQK2R w KQ - 1 11,1.0,0.0,0.0,
7562,2024-10-04T16:22:43.718Z,22,black,b7a8,Bn2qb1r/p1p1pk2/4bn1p/3p1P2/1P4P1/N7/P1PP1P1P/R1BQK2R b KQ - 0 11,1.0,0.0,0.0,
7563,2024-10-04T16:30:13.825Z,23,white,f6g4,Bn2qb1r/p1p1pk2/4b2p/3p1P2/1P4n1/N7/P1PP1P1P/R1BQK2R w KQ - 0 12,1.0,0.0,0.0,
7564,2024-10-04T16:37:43.922Z,24,black,h1g1,Bn2qb1r/p1p1pk2/4b2p/3p1P2/1P4n1/N7/P1PP1P1P/R1BQK1R1 b Q - 1 12,1.0,0.0,0.0,
7565,2024-10-04T16:45:14.064Z,25,white,h8g8,Bn2qbr1/p1p1pk2/4b2p/3p1P2/1P4n1/N7/P1PP1P1P/R1BQK1R1 w Q - 2 13,1.0,0.0,0.0,
7566,2024-10-04T16:52:44.126Z,26,black,d1g4,Bn2qbr1/p1p1pk2/4b2p/3p1P2/1P4Q1/N7/P1PP1P1P/R1B1K1R1 b Q - 0 13,1.0,0.0,0.0,
7567,2024-10-04T17:00:14.146Z,27,white,b8c6,B3qbr1/p1p1pk2/2n1b2p/3p1P2/1P4Q1/N7/P1PP1P1P/R1B1K1R1 w Q - 1 14,1.0,0.0,0.0,
7568,2024-10-04T17:07:44.195Z,28,black,g4g5,B3qbr1/p1p1pk2/2n1b2p/3p1PQ1/1P6/N7/P1PP1P1P/R1B1K1R1 b Q - 2 14,0.0,0.0,1.0,
7569,2024-10-04T17:15:14.211Z,29,white,c6e5,B3qbr1/p1p1pk2/4b2p/3pnPQ1/1P6/N7/P1PP1P1P/R1B1K1R1 w Q - 3 15,1.0,0.0,0.0,
7570,2024-10-04T17:22:44.224Z,30,black,g5e3,B3qbr1/p1p1pk2/4b2p/3pnP2/1P6/N3Q3/P1PP1P1P/R1B1K1R1 b Q - 4 15,0.005,0.99,0.005,
7571,2024-10-04T17:30:14.319Z,31,white,a7a6,B3qbr1/2p1pk2/p3b2p/3pnP2/1P6/N3Q3/P1PP1P1P/R1B1K1R1 w Q - 0 16,1.0,0.0,0.0,
7572,2024-10-04T17:37:44.393Z,32,black,e3e5,B3qbr1/2p1pk2/p3b2p/3pQP2/1P6/N7/P1PP1P1P/R1B1K1R1 b Q - 0 16,1.0,0.0,0.0,
7573,2024-10-04T17:45:14.410Z,33,white,g8g5,B3qb2/2p1pk2/p3b2p/3pQPr1/1P6/N7/P1PP1P1P/R1B1K1R1 w Q - 1 17,1.0,0.0,0.0,
7574,2024-10-04T17:52:44.552Z,34,black,e5c7,B3qb2/2Q1pk2/p3b2p/3p1Pr1/1P6/N7/P1PP1P1P/R1B1K1R1 b Q - 0 17,1.0,0.0,0.0,
