id,end_of_turn,halfturn,team,played,fen,win,draw,loss,outcome
10324,2024-10-17T10:41:27.561Z,25,white,a7a6,r2qkb1r/2p1nppp/ppn1p3/1B6/3PP1b1/1QP3BP/PP1N4/R3K1NR w KQkq - 0 13,1.0,0.0,0.0,
10325,2024-10-17T10:48:57.580Z,26,black,b5c6,r2qkb1r/2p1nppp/ppB1p3/8/3PP1b1/1QP3BP/PP1N4/R3K1NR b KQkq - 0 13,1.0,0.0,0.0,
10326,2024-10-17T10:56:27.599Z,27,white,e7c6,r2qkb1r/2p2ppp/ppn1p3/8/3PP1b1/1QP3BP/PP1N4/R3K1NR w KQkq - 0 14,1.0,0.0,0.0,
10327,2024-10-17T11:03:57.619Z,28,black,h3g4,r2qkb1r/2p2ppp/ppn1p3/8/3PP1P1/1QP3B1/PP1N4/R3K1NR b KQkq - 0 14,1.0,0.0,0.0,
10328,2024-10-17T11:11:27.637Z,29,white,c6a5,r2qkb1r/2p2ppp/pp2p3/n7/3PP1P1/1QP3B1/PP1N4/R3K1NR w KQkq - 1 15,1.0,0.0,0.0,
10329,2024-10-17T11:18:57.655Z,30,black,b3a4,r2qkb1r/2p2ppp/pp2p3/n7/Q2PP1P1/2P3B1/PP1N4/R3K1NR b KQkq - 2 15,1.0,0.0,0.0,
10330,2024-10-17T11:26:27.673Z,31,white,d8d7,r3kb1r/2pq1ppp/pp2p3/n7/Q2PP1P1/2P3B1/PP1N4/R3K1NR w KQkq - 3 16,1.0,0.0,0.0,
10331,2024-10-17T11:33:57.692Z,32,black,a4d7,r3kb1r/2pQ1ppp/pp2p3/n7/3PP1P1/2P3B1/PP1N4/R3K1NR b KQkq - 0 16,1.0,0.0,0.0,
10332,2024-10-17T11:41:27.704Z,33,white,e8d7,r4b1r/2pk1ppp/pp2p3/n7/3PP1P1/2P3B1/PP1N4/R3K1NR w KQ - 0 17,1.0,0.0,0.0,
10333,2024-10-17T11:48:57.723Z,34,black,g1f3,r4b1r/2pk1ppp/pp2p3/n7/3PP1P1/2P2NB1/PP1N4/R3K2R b KQ - 1 17,1.0,0.0,0.0,
10334,2024-10-17T11:56:27.737Z,35,white,f8e7,r6r/2pkbppp/pp2p3/n7/3PP1P1/2P2NB1/PP1N4/R3K2R w KQ - 2 18,1.0,0.0,0.0,
10335,2024-10-17T12:03:57.757Z,36,black,f3e5,r6r/2pkbppp/pp2p3/n3N3/3PP1P1/2P3B1/PP1N4/R3K2R b KQ - 3 18,1.0,0.0,0.0,
10336,2024-10-17T12:11:27.769Z,37,white,d7c8,r1k4r/2p1bppp/pp2p3/n3N3/3PP1P1/2P3B1/PP1N4/R3K2R w KQ - 4 19,1.0,0.0,0.0,
10337,2024-10-17T12:18:57.789Z,38,black,e5f7,r1k4r/2p1bNpp/pp2p3/n7/3PP1P1/2P3B1/PP1N4/R3K2R b KQ - 0 19,1.0,0.0,0.0,
10338,2024-10-17T12:26:27.804Z,39,white,h8f8,r1k2r2/2p1bNpp/pp2p3/n7/3PP1P1/2P3B1/PP1N4/R3K2R w KQ - 1 20,1.0,0.0,0.0,
10339,2024-10-17T12:33:57.823Z,40,black,h1f1,r1k2r2/2p1bNpp/pp2p3/n7/3PP1P1/2P3B1/PP1N4/R3KR2 b Q - 2 20,1.0,0.0,0.0,
10340,2024-10-17T12:41:27.838Z,41,white,c8b7,r4r2/1kp1bNpp/pp2p3/n7/3PP1P1/2P3B1/PP1N4/R3KR2 w Q - 3 21,1.0,0.0,0.0,
10341,2024-10-17T12:48:57.855Z,42,black,b2b4,r4r2/1kp1bNpp/pp2p3/n7/1P1PP1P1/2P3B1/P2N4/R3KR2 b Q - 0 21,1.0,0.0,0.0,
10342,2024-10-17T12:56:27.871Z,43,white,a5c6,r4r2/1kp1bNpp/ppn1p3/8/1P1PP1P1/2P3B1/P2N4/R3KR2 w Q - 1 22,1.0,0.0,0.0,
10343,2024-10-17T13:03:57.890Z,44,black,d4d5,r4r2/1kp1bNpp/ppn1p3/3P4/1P2P1P1/2P3B1/P2N4/R3KR2 b Q - 0 22,1.0,0.0,0.0,
10344,2024-10-17T13:11:27.911Z,45,white,c6d8,r2n1r2/1kp1bNpp/pp2p3/3P4/1P2P1P1/2P3B1/P2N4/R3KR2 w Q - 1 23,1.0,0.0,0.0,
10345,2024-10-17T13:18:57.929Z,46,black,f7d8,r2N1r2/1kp1b1pp/pp2p3/3P4/1P2P1P1/2P3B1/P2N4/R3KR2 b Q - 0 23,1.0,0.0,0.0,
10346,2024-10-17T13:26:27.943Z,47,white,a8d8,3r1r2/1kp1b1pp/pp2p3/3P4/1P2P1P1/2P3B1/P2N4/R3KR2 w Q - 0 24,1.0,0.0,0.0,
10347,2024-10-17T13:33:57.961Z,48,black,f1f8,3r1R2/1kp1b1pp/pp2p3/3P4/1P2P1P1/2P3B1/P2N4/R3K3 b Q - 0 24,1.0,0.0,0.0,
10348,2024-10-17T13:41:27.971Z,49,white,d8f8,5r2/1kp1b1pp/pp2p3/3P4/1P2P1P1/2P3B1/P2N4/R3K3 w Q - 0 25,1.0,0.0,0.0,
10349,2024-10-17T13:48:57.988Z,50,black,d2c4,5r2/1kp1b1pp/pp2p3/3P4/1PN1P1P1/2P3B1/P7/R3K3 b Q - 1 25,1.0,0.0,0.0,
10350,2024-10-17T13:56:28.002Z,51,white,e6d5,5r2/1kp1b1pp/pp6/3p4/1PN1P1P1/2P3B1/P7/R3K3 w Q - 0 26,1.0,0.0,0.0,
10351,2024-10-17T14:03:58.023Z,52,black,e4d5,5r2/1kp1b1pp/pp6/3P4/1PN3P1/2P3B1/P7/R3K3 b Q - 0 26,1.0,0.0,0.0,
10352,2024-10-17T14:11:28.036Z,53,white,f8f3,8/1kp1b1pp/pp6/3P4/1PN3P1/2P2rB1/P7/R3K3 w Q - 1 27,1.0,0.0,0.0,
10353,2024-10-17T14:18:58.057Z,54,black,g3e5,8/1kp1b1pp/pp6/3PB3/1PN3P1/2P2r2/P7/R3K3 b Q - 2 27,1.0,0.0,0.0,
10354,2024-10-17T14:26:28.074Z,55,white,e7h4,8/1kp3pp/pp6/3PB3/1PN3Pb/2P2r2/P7/R3K3 w Q - 3 28,1.0,0.0,0.0,
10355,2024-10-17T14:33:58.088Z,56,black,e1e2,8/1kp3pp/pp6/3PB3/1PN3Pb/2P2r2/P3K3/R7 b - - 4 28,1.0,0.0,0.0,
10356,2024-10-17T14:41:28.098Z,57,white,f3f2,8/1kp3pp/pp6/3PB3/1PN3Pb/2P5/P3Kr2/R7 w - - 5 29,1.0,0.0,0.0,
10357,2024-10-17T14:48:58.117Z,58,black,e2e3,8/1kp3pp/pp6/3PB3/1PN3Pb/2P1K3/P4r2/R7 b - - 6 29,1.0,0.0,0.0,
10358,2024-10-17T14:56:28.128Z,59,white,f2g2,8/1kp3pp/pp6/3PB3/1PN3Pb/2P1K3/P5r1/R7 w - - 7 30,1.0,0.0,0.0,
10359,2024-10-17T15:03:58.138Z,60,black,e3f3,8/1kp3pp/pp6/3PB3/1PN3Pb/2P2K2/P5r1/R7 b - - 8 30,1.0,0.0,0.0,
10360,2024-10-17T15:11:28.156Z,61,white,g2f2,8/1kp3pp/pp6/3PB3/1PN3Pb/2P2K2/P4r2/R7 w - - 9 31,1.0,0.0,0.0,
10361,2024-10-17T15:18:58.172Z,62,black,f3e4,8/1kp3pp/pp6/3PB3/1PN1K1Pb/2P5/P4r2/R7 b - - 10 31,1.0,0.0,0.0,
10362,2024-10-17T15:26:28.184Z,63,white,g7g6,8/1kp4p/pp4p1/3PB3/1PN1K1Pb/2P5/P4r2/R7 w - - 0 32,1.0,0.0,0.0,
10363,2024-10-17T15:33:58.198Z,64,black,a1h1,8/1kp4p/pp4p1/3PB3/1PN1K1Pb/2P5/P4r2/7R b - - 1 32,1.0,0.0,0.0,
10364,2024-10-17T15:41:28.223Z,65,white,g6g5,8/1kp4p/pp6/3PB1p1/1PN1K1Pb/2P5/P4r2/7R w - - 0 33,1.0,0.0,0.0,
10365,2024-10-17T15:48:58.235Z,66,black,a2a4,8/1kp4p/pp6/3PB1p1/PPN1K1Pb/2P5/5r2/7R b - - 0 33,1.0,0.0,0.0,
10366,2024-10-17T15:56:28.248Z,67,white,b6b5,8/1kp4p/p7/1p1PB1p1/PPN1K1Pb/2P5/5r2/7R w - - 0 34,1.0,0.0,0.0,
10367,2024-10-17T16:03:58.265Z,68,black,a4b5,8/1kp4p/p7/1P1PB1p1/1PN1K1Pb/2P5/5r2/7R b - - 0 34,1.0,0.0,0.0,
10368,2024-10-17T16:11:28.275Z,69,white,a6b5,8/1kp4p/8/1p1PB1p1/1PN1K1Pb/2P5/5r2/7R w - - 0 35,1.0,0.0,0.0,
10369,2024-10-17T16:18:58.288Z,70,black,c4a5,8/1kp4p/8/Np1PB1p1/1P2K1Pb/2P5/5r2/7R b - - 1 35,1.0,0.0,0.0,
10370,2024-10-17T16:26:28.300Z,71,white,b7b6,8/2p4p/1k6/Np1PB1p1/1P2K1Pb/2P5/5r2/7R w - - 2 36,1.0,0.0,0.0,
10371,2024-10-17T16:33:58.312Z,72,black,d5d6,8/2p4p/1k1P4/Np2B1p1/1P2K1Pb/2P5/5r2/7R b - - 0 36,1.0,0.0,0.0,
10372,2024-10-17T16:41:28.326Z,73,white,c7d6,8/7p/1k1p4/Np2B1p1/1P2K1Pb/2P5/5r2/7R w - - 0 37,1.0,0.0,0.0,
10373,2024-10-17T16:48:58.346Z,74,black,e5d6,8/7p/1k1B4/Np4p1/1P2K1Pb/2P5/5r2/7R b - - 0 37,1.0,0.0,0.0,
10374,2024-10-17T16:56:28.589Z,75,white,f2a2,8/7p/1k1B4/Np4p1/1P2K1Pb/2P5/r7/7R w - - 1 38,1.0,0.0,0.0,
10375,2024-10-17T17:03:58.603Z,76,black,a5b3,8/7p/1k1B4/1p4p1/1P2K1Pb/1NP5/r7/7R b - - 2 38,1.0,0.0,0.0,
10376,2024-10-17T17:11:28.613Z,77,white,a2g2,8/7p/1k1B4/1p4p1/1P2K1Pb/1NP5/6r1/7R w - - 3 39,1.0,0.0,0.0,
10377,2024-10-17T17:18:58.626Z,78,black,d6c5,8/7p/1k6/1pB3p1/1P2K1Pb/1NP5/6r1/7R b - - 4 39,1.0,0.0,0.0,
10378,2024-10-17T17:26:28.637Z,79,white,b6c6,8/7p/2k5/1pB3p1/1P2K1Pb/1NP5/6r1/7R w - - 5 40,1.0,0.0,0.0,
10379,2024-10-17T17:33:58.648Z,80,black,b3d4,8/7p/2k5/1pB3p1/1P1NK1Pb/2P5/6r1/7R b - - 6 40,1.0,0.0,0.0,
10380,2024-10-17T17:41:28.661Z,81,white,c6d7,8/3k3p/8/1pB3p1/1P1NK1Pb/2P5/6r1/7R w - - 7 41,1.0,0.0,0.0,
10381,2024-10-17T17:48:58.675Z,82,black,d4b5,8/3k3p/8/1NB3p1/1P2K1Pb/2P5/6r1/7R b - - 0 41,1.0,0.0,0.0,
10382,2024-10-17T17:56:28.805Z,83,white,d7c8,2k5/7p/8/1NB3p1/1P2K1Pb/2P5/6r1/7R w - - 1 42,1.0,0.0,0.0,
10383,2024-10-17T18:03:58.816Z,84,black,h1g1,2k5/7p/8/1NB3p1/1P2K1Pb/2P5/6r1/6R1 b - - 2 42,1.0,0.0,0.0,
10384,2024-10-17T18:11:28.916Z,85,white,g2e2,2k5/7p/8/1NB3p1/1P2K1Pb/2P5/4r3/6R1 w - - 3 43,1.0,0.0,0.0,
10385,2024-10-17T18:18:58.930Z,86,black,e4d3,2k5/7p/8/1NB3p1/1P4Pb/2PK4/4r3/6R1 b - - 4 43,1.0,0.0,0.0,
10386,2024-10-17T18:26:29.048Z,87,white,e2f2,2k5/7p/8/1NB3p1/1P4Pb/2PK4/5r2/6R1 w - - 5 44,1.0,0.0,0.0,
10387,2024-10-17T18:33:59.062Z,88,black,c5f2,2k5/7p/8/1N4p1/1P4Pb/2PK4/5B2/6R1 b - - 0 44,1.0,0.0,0.0,
10388,2024-10-17T18:41:29.075Z,1,white,,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,,,,
10389,2024-10-17T18:48:59.165Z,2,black,h2h3,rnbqkbnr/pppppppp/8/8/8/7P/PPPPPPP1/RNBQKBNR b KQkq - 0 1,0.002,0.989,0.009,
10390,2024-10-17T18:56:29.246Z,3,white,d7d6,rnbqkbnr/ppp1pppp/3p4/8/8/7P/PPPPPPP1/RNBQKBNR w KQkq - 0 2,0.039,0.96,0.001,
10391,2024-10-17T19:03:59.408Z,4,black,f2f3,rnbqkbnr/ppp1pppp/3p4/8/8/5P1P/PPPPP1P1/RNBQKBNR b KQkq - 0 2,0.0,0.47,0.53,
10392,2024-10-17T19:11:29.422Z,5,white,e7e5,rnbqkbnr/ppp2ppp/3p4/4p3/8/5P1P/PPPPP1P1/RNBQKBNR w KQkq - 0 3,0.0,0.457,0.543,
