id,instant,player_pseudo,turn_id,move,accuracy,points
1583,2024-09-27 13:22:23.5423+00,Ambrose Sardonique,6195,d7e8,0.99686104,164
1584,2024-09-27 13:22:26.306959+00,Ambrose Sardonique,6195,d7c8,0.85638535,279
1585,2024-09-27 13:22:36.106295+00,Pandora Monstrueuse,6195,d7e8,0.99686104,164
1586,2024-09-27 13:28:20.276641+00,Endora Orpheline,6196,e3c5,1,329
1587,2024-09-27 13:28:26.160724+00,Valencia Anxieuse,6196,e5b5,0.9132682,300
1588,2024-09-27 13:29:06.520293+00,Ludovic Instable,6196,b1a3,0.9764614,321
1589,2024-09-27 13:29:07.696603+00,Lucius Orphelin,6196,e3g5,1,329
1590,2024-09-27 13:29:36.479874+00,Montague Dévoué,6196,e5b5,0.9132682,237
1591,2024-09-27 13:34:43.31181+00,Delphinia Anxieuse,6196,e5b5,0.9132682,200
1592,2024-09-27 13:35:22.39501+00,Ludovic Instable,6196,e3c5,1,260
1593,2024-09-27 13:35:33.623951+00,Ludovic Instable,6196,b1a3,0.9764614,321
1594,2024-09-27 13:36:01.218453+00,Ambrose Sardonique,6197,e8f7,1,329
1595,2024-09-27 13:36:24.866951+00,Valentin Nocturne,6197,e8f7,1,260
1596,2024-09-27 13:36:31.643429+00,Elowen Intraitable,6197,e7d7,0.81909037,269
1597,2024-09-27 13:36:40.4784+00,Elowen Intraitable,6197,e8f7,1,219
1598,2024-09-27 13:36:58.622512+00,Nathaniel Acharné,6197,e8f7,1,190
1599,2024-09-27 13:37:16.672601+00,Amara Calculatrice,6197,e6d7,0.91942257,303
1600,2024-09-27 13:38:55.416277+00,Ysabeau Toxique,6197,e6d7,0.91942257,239
1601,2024-09-27 13:43:35.128221+00,Valerian Prédateur,6198,b5h5,0.94433033,311
1602,2024-09-27 13:43:56.325172+00,Lucius Orphelin,6198,e3c5,1,329
1603,2024-09-27 13:44:02.501221+00,Isadora Rancunière,6198,b1d2,1,329
1604,2024-09-27 13:44:06.298689+00,Valencia Anxieuse,6198,e3c5,1,260
1605,2024-09-27 13:44:09.656166+00,Montague Dévoué,6198,e3g5,0.96343553,317
1606,2024-09-27 13:44:16.285729+00,Delphinia Anxieuse,6198,e3c5,1,219
1607,2024-09-27 13:44:23.170535+00,Ludovic Instable,6198,b5b4,0.9169312,302
1608,2024-09-27 13:45:29.45433+00,Delphinia Anxieuse,6198,b1d2,1,260
1609,2024-09-27 13:45:47.442132+00,Delphinia Anxieuse,6198,e3c5,1,219
1610,2024-09-27 13:45:47.631871+00,Endora Orpheline,6198,e3c5,1,190
1611,2024-09-27 13:51:02.826821+00,Ysabeau Toxique,6199,a7a5,0.885453,291
1612,2024-09-27 13:51:15.673107+00,Elowen Intraitable,6199,a7a6,0.9128481,300
1613,2024-09-27 13:51:59.613569+00,Valentin Nocturne,6199,e7f6,0.89179164,293
1614,2024-09-27 13:52:03.418313+00,Nathaniel Acharné,6199,a7a6,0.9128481,237
1615,2024-09-27 13:52:23.531087+00,Valentin Nocturne,6199,e6d7,0.8706542,286
1616,2024-09-27 13:52:30.322485+00,Ysabeau Toxique,6199,f8c8,0.89707154,295
1617,2024-09-27 13:55:23.83314+00,Nathaniel Acharné,6199,e7c7,0.9492806,312
1618,2024-09-27 13:56:32.254173+00,Valentin Nocturne,6199,a7a6,0.9128481,237
1619,2024-09-27 13:57:24.829302+00,Valentin Nocturne,6199,e6d7,0.8706542,286
1620,2024-09-27 13:57:35.02196+00,Valentin Nocturne,6199,e7f6,0.89179164,293
1621,2024-09-27 13:58:06.733423+00,Calypso Nébuleuse,6199,a7a6,0.9128481,237
1622,2024-09-27 13:59:07.461619+00,Endora Orpheline,6200,c5e7,1,329
1623,2024-09-27 13:59:32.327998+00,Ludovic Instable,6200,c5e7,1,260
1624,2024-09-27 13:59:40.088881+00,Valencia Anxieuse,6200,b5c4,0.81771994,269
1625,2024-09-27 13:59:42.954948+00,Montague Dévoué,6200,c5e7,1,219
1626,2024-09-27 13:59:57.198658+00,Delphinia Anxieuse,6200,c5e7,1,190
1627,2024-09-27 14:00:16.699031+00,Lucius Orphelin,6200,c5e7,1,168
1628,2024-09-27 14:05:45.701616+00,Elowen Intraitable,6201,a6b5,1,329
1629,2024-09-27 14:06:01.397942+00,Valentin Nocturne,6201,a6b5,1,260
1630,2024-09-27 14:06:23.893125+00,Nathaniel Acharné,6201,a6b5,1,219
1631,2024-09-27 14:06:43.608433+00,Ysabeau Toxique,6201,f7e7,0.9628318,317
1632,2024-09-27 14:12:28.989161+00,Undine Combative,6201,f7e7,0.9628318,250
1633,2024-09-27 14:13:19.311099+00,Valencia Anxieuse,6202,e7f8,1,329
1634,2024-09-27 14:13:24.819653+00,Ludovic Instable,6202,e7f8,1,260
1635,2024-09-27 14:14:26.628907+00,Delphinia Anxieuse,6202,e7f8,1,219
1636,2024-09-27 14:14:31.535445+00,Lucius Orphelin,6202,e7f8,1,190
1637,2024-09-27 14:20:54.215571+00,Undine Combative,6203,f7f8,0.9917323,326
1638,2024-09-27 14:21:00.060548+00,Ambrose Sardonique,6203,f7f8,0.9917323,258
1639,2024-09-27 14:21:13.787388+00,Elowen Intraitable,6203,f7f8,0.9917323,217
1640,2024-09-27 14:22:19.98356+00,Nathaniel Acharné,6203,f7f8,0.9917323,189
1641,2024-09-27 14:23:34.329176+00,Ysabeau Toxique,6203,f7f8,0.9917323,167
1642,2024-09-27 14:26:13.778733+00,Persephone Inquiétante,6203,f7f8,0.9917323,149
1643,2024-09-27 14:28:27.732879+00,Valencia Anxieuse,6204,d1d8,0.971916,320
1644,2024-09-27 14:28:42.293275+00,Ludovic Instable,6204,b1d2,0.971916,320
1645,2024-09-27 14:28:59.893064+00,Lucius Orphelin,6204,d1e1,0.9855891,324
1646,2024-09-27 14:29:59.546379+00,Endora Orpheline,6204,b1a3,1,329
1647,2024-09-27 14:36:03.502893+00,Valentin Nocturne,6205,"",0,0
1648,2024-09-27 14:36:05.553877+00,Elowen Intraitable,6205,e6g4,1,329
1649,2024-09-27 14:38:52.469008+00,Nathaniel Acharné,6205,h7h5,1,329
1650,2024-09-27 14:43:23.106656+00,Ludovic Instable,6206,d1e1,1,329
1651,2024-09-27 14:51:15.91776+00,Ysabeau Toxique,6207,g4h5,1,329
1652,2024-09-27 14:53:32.11123+00,Nathaniel Acharné,6207,h7h5,0.9855041,324
1653,2024-09-27 14:58:08.805542+00,Nathaniel Acharné,6207,"",0,0
1654,2024-09-27 14:58:10.923991+00,Nathaniel Acharné,6207,h7h5,0.9855041,324
1655,2024-09-27 14:58:29.016177+00,Ludovic Instable,6208,e1e5,1,329
1656,2024-09-27 15:08:36.704688+00,Valentin Nocturne,6209,"",0,0
1657,2024-09-27 15:08:54.402527+00,Amara Calculatrice,6209,"",0,0
1658,2024-09-27 15:10:03.764583+00,Ysabeau Toxique,6209,b7b6,0.9512237,313
1659,2024-09-27 15:25:58.01546+00,Ysabeau Toxique,6211,c7c5,0.9459265,311
1660,2024-09-27 15:35:53.482514+00,Ysabeau Toxique,6213,d8a5,0.7367238,242
1661,2024-09-27 18:19:11.286936+00,Morgana Inquiétante,6234,g1f3,0.87287325,290
1662,2024-09-27 18:28:44.423761+00,Morgana Inquiétante,6236,f3g5,0.77836806,259
1663,2024-09-27 19:01:25.280522+00,Ignatius Perdu,6240,d1c2,1,333
1664,2024-09-27 19:37:08.697441+00,Zorina Nébuleuse,6245,c5e6,0.97975457,322
1665,2024-09-27 22:22:00.382621+00,Zorina Nébuleuse,6267,d4b3,0.78955746,263
1666,2024-09-28 06:40:14.159693+00,Undine Combative,6333,b6c6,0.040403944,13
1667,2024-09-28 06:40:20.283428+00,Undine Combative,6333,b6c5,0.04270076,14
1668,2024-09-28 09:17:50.946659+00,Ignatius Perdu,6354,b2c2,0.9385278,319
1669,2024-09-28 19:18:49.161674+00,Lucius Orphelin,6434,c4b3,1,340
1670,2024-09-28 21:50:42.077794+00,Ignatius Perdu,6454,b2c3,1,340
1671,2024-09-28 21:50:45.010419+00,Ignatius Perdu,6454,"",0,0
1672,2024-09-29 07:25:20.716342+00,Ignatius Perdu,6531,e3g3,0.77970016,267
1673,2024-09-30 05:58:27.889626+00,Ignatius Perdu,6711,g3g2,1,343
1674,2024-09-30 07:22:18.306985+00,Quintessa Putréfiée,6723,c6c4,0.87578803,303
